Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Parental_bR1	Peptides Parental_bR2	Peptides Parental_bR3	Peptides Resistant_bR1	Peptides Resistant_bR2	Peptides Resistant_bR3	Razor + unique peptides Parental_bR1	Razor + unique peptides Parental_bR2	Razor + unique peptides Parental_bR3	Razor + unique peptides Resistant_bR1	Razor + unique peptides Resistant_bR2	Razor + unique peptides Resistant_bR3	Unique peptides Parental_bR1	Unique peptides Parental_bR2	Unique peptides Parental_bR3	Unique peptides Resistant_bR1	Unique peptides Resistant_bR2	Unique peptides Resistant_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type Parental_bR1	Identification type Parental_bR2	Identification type Parental_bR3	Identification type Resistant_bR1	Identification type Resistant_bR2	Identification type Resistant_bR3	Sequence coverage Parental_bR1 [%]	Sequence coverage Parental_bR2 [%]	Sequence coverage Parental_bR3 [%]	Sequence coverage Resistant_bR1 [%]	Sequence coverage Resistant_bR2 [%]	Sequence coverage Resistant_bR3 [%]	Intensity	Intensity Parental_bR1	Intensity Parental_bR2	Intensity Parental_bR3	Intensity Resistant_bR1	Intensity Resistant_bR2	Intensity Resistant_bR3	LFQ intensity Parental_bR1	LFQ intensity Parental_bR2	LFQ intensity Parental_bR3	LFQ intensity Resistant_bR1	LFQ intensity Resistant_bR2	LFQ intensity Resistant_bR3	MS/MS Count Parental_bR1	MS/MS Count Parental_bR2	MS/MS Count Parental_bR3	MS/MS Count Resistant_bR1	MS/MS Count Resistant_bR2	MS/MS Count Resistant_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P36897|TGFR1_HUMAN	sp|P36897|TGFR1_HUMAN	1	1	1	>sp|P36897|TGFR1_HUMAN TGF-beta receptor type-1 OS=Homo sapiens GN=TGFBR1 PE=1 SV=1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	3	3	3	55.959	503	503	0.001845	By matching	By matching	By MS/MS	By matching	By matching	By matching	3	3	3	0	0	0	45029000	18914000	12883000	13231000	0	0	0	0	0	11119000	0	0	0	0	0	1	0	0	0	1				596	3065	True	3072	14953;14954;14955	9303	9303		
sp|P36954|RPB9_HUMAN	sp|P36954|RPB9_HUMAN	1	1	1	>sp|P36954|RPB9_HUMAN DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens GN=POLR2I PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.4	18.4	18.4	14.523	125	125	0.00079745	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	18.4	18.4	18.4	18.4	18.4	18.4	28020000	6649400	4396000	3625100	5719900	3995300	3634700	0	0	0	0	0	4944600	1	0	1	1	0	0	3				597	3694	True	3701	18233;18234;18235;18236;18237;18238	11379;11380;11381	11379		
sp|P36957|ODO2_HUMAN	sp|P36957|ODO2_HUMAN	6	6	6	>sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4	1	6	6	6	6	5	6	1	3	1	6	5	6	1	3	1	6	5	6	1	3	1	15	15	15	48.755	453	453	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	15	12.4	15	1.8	7.5	1.8	334410000	127730000	103010000	86950000	4040200	9288500	3400400	78405000	69327000	85738000	0	28739000	0	4	3	5	0	0	0	12				598	660;661;2828;5386;6603;6710	True;True;True;True;True;True	661;662;2835;5397;6618;6725	3111;3112;3113;3114;3115;3116;13808;13809;13810;13811;13812;13813;26607;26608;26609;32233;32234;32235;32742;32743;32744;32745	1994;1995;1996;1997;1998;1999;8587;8588;16604;16605;20198;20521	1994;1997;8587;16604;20198;20521		
sp|P37108|SRP14_HUMAN	sp|P37108|SRP14_HUMAN	2	2	2	>sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	19.9	19.9	19.9	14.57	136	136	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	19.9	19.9	19.9	10.3	10.3	10.3	258720000	91295000	71834000	88172000	3204200	1484200	2726700	63386000	60959000	73958000	0	0	0	1	2	2	0	0	0	5				599	3875;7339	True;True	3883;7357	19144;19145;19146;35845;35846;35847;35848;35849;35850	11982;11983;22478;22479;22480	11983;22479		
sp|P37198|NUP62_HUMAN	sp|P37198|NUP62_HUMAN	2	2	2	>sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	1	1	7.5	7.5	7.5	53.254	522	522	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	7.5	7.5	7.5	2.9	2.9	2.9	101030000	28574000	18090000	19440000	14632000	8874800	11416000	19846000	15245000	16399000	0	0	0	2	1	2	0	0	0	5				600	1145;2078	True;True	1148;2084	5416;5417;5418;10228;10229;10230;10231;10232;10233	3420;3421;3422;6365;6366	3420;6365		
sp|P37802|TAGL2_HUMAN	sp|P37802|TAGL2_HUMAN	2	2	2	>sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	1	1	2	1	16.6	16.6	16.6	22.391	199	199	0	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	16.6	16.6	11.1	5.5	16.6	5.5	2416500000	506660000	465940000	630400	527750000	403310000	512160000	0	0	0	0	575130000	0	1	0	0	0	0	0	1				601	1116;5146	True;True	1119;5157	5262;5263;5264;5265;25471;25472;25473;25474;25475	3335;15888;15889	3335;15888		
sp|P37837|TALDO_HUMAN	sp|P37837|TALDO_HUMAN	5	5	5	>sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	1	5	5	5	5	4	5	3	2	3	5	4	5	3	2	3	5	4	5	3	2	3	17.2	17.2	17.2	37.54	337	337	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.2	13.6	17.2	10.7	7.4	10.7	1761500000	463380000	472650000	415450000	212780000	80849000	116400000	278820000	380160000	447690000	102760000	182160000	165920000	4	4	4	2	3	2	19				602	431;4506;4759;4795;6381	True;True;True;True;True	430;4517;4770;4806;6396	2050;2051;2052;2053;2054;2055;22409;22410;22411;22412;23609;23610;23611;23759;23760;23761;23762;23763;31121;31122;31123;31124	1320;1321;1322;1323;1324;1325;1326;1327;1328;1329;1330;13969;13970;13971;14726;14727;14818;14819;14820;14821;19494	1322;13970;14726;14819;19494		
sp|P38117|ETFB_HUMAN	sp|P38117|ETFB_HUMAN	1	1	1	>sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	6.7	6.7	6.7	27.843	255	255	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	6.7	6.7	6.7	0	0	0	35512000	12360000	13477000	9674900	0	0	0	0	0	8130300	0	0	0	1	1	1	0	0	0	3				603	2207	True	2214	10776;10777;10778	6713;6714;6715	6714		
sp|P38159|RBMX_HUMAN;sp|O75526|RMXL2_HUMAN	sp|P38159|RBMX_HUMAN	7;2	7;2	3;1	>sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3	2	7	7	3	6	7	7	4	5	3	6	7	7	4	5	3	3	3	3	2	1	1	19.7	19.7	7.4	42.331	391	391;392	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.9	19.7	19.7	10	14.3	7.9	1746900000	559050000	463650000	428140000	116030000	94116000	85911000	362580000	276510000	341710000	200140000	134330000	192350000	5	4	5	2	1	1	18				604	449;1395;2615;2874;3728;4262;7105	True;True;True;True;True;True;True	448;1399;2622;2881;3735;4271;7122	2152;2153;2154;2155;2156;2157;6762;6763;6764;6765;6766;6767;12719;12720;12721;12722;14023;14024;14025;18387;18388;18389;18390;18391;18392;18393;21091;21092;21093;21094;21095;21096;34637;34638;34639;34640;34641;34642	1382;4212;7903;8708;11478;11479;11480;13135;13136;13137;13138;13139;13140;21686;21687;21688;21689;21690;21691	1382;4212;7903;8708;11478;13139;21690		
sp|P38606|VATA_HUMAN	sp|P38606|VATA_HUMAN	5	5	5	>sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2	1	5	5	5	5	4	4	2	1	2	5	4	4	2	1	2	5	4	4	2	1	2	12	12	12	68.303	617	617	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	12	9.6	9.6	5.2	2.8	5.2	148700000	55050000	30695000	33095000	17236000	6409900	6215800	26840000	25663000	23094000	24506000	0	17608000	5	2	1	1	0	0	9				605	684;4066;5916;7180;7857	True;True;True;True;True	685;4074;5927;7197;7875	3215;3216;3217;20175;20176;20177;20178;20179;20180;29010;29011;29012;29013;35021;35022;35023;38387;38388	2066;12600;12601;12602;18107;18108;18109;21944;24071	2066;12600;18107;21944;24071		
sp|P38646|GRP75_HUMAN	sp|P38646|GRP75_HUMAN	23	23	23	>sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2	1	23	23	23	22	21	20	11	14	13	22	21	20	11	14	13	22	21	20	11	14	13	40.6	40.6	40.6	73.68	679	679	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	38.9	38	35.8	23.9	26.2	25.6	3556800000	1237800000	1011600000	811260000	183100000	204160000	108920000	701480000	756330000	538680000	320760000	449870000	237020000	24	16	10	4	5	3	62				606	617;618;696;982;2076;2077;2092;2140;4512;4992;5014;5084;5455;5839;5901;6241;6317;6804;7066;7250;7251;7478;7479	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	618;619;697;984;2082;2083;2099;2147;4523;5003;5025;5095;5466;5850;5912;6254;6332;6820;7083;7268;7269;7496;7497	2906;2907;2908;2909;2910;2911;3271;3272;3273;3274;3275;3276;3277;3278;3279;4612;4613;4614;4615;4616;4617;4618;10212;10213;10214;10215;10216;10217;10218;10219;10220;10221;10222;10223;10224;10225;10226;10227;10278;10279;10280;10281;10282;10283;10284;10285;10488;10489;22432;22433;22434;22435;22436;22437;24734;24735;24736;24848;25161;25162;25163;25164;25165;25166;26890;26891;26892;28694;28695;28696;28697;28698;28939;28940;28941;28942;28943;28944;30479;30480;30481;30482;30820;30821;30822;30823;30824;30825;30826;30827;30828;30829;30830;30831;33160;33161;33162;33163;33164;34461;34462;34463;34464;34465;34466;34467;34468;34469;34470;35432;35433;35434;35435;35436;35437;35438;35439;36499;36500;36501;36502;36503;36504;36505;36506;36507	1857;1858;1859;2105;2106;2107;2108;2109;2110;2111;2941;2942;6355;6356;6357;6358;6359;6360;6361;6362;6363;6364;6394;6395;6396;6529;13980;15432;15433;15434;15435;15497;15677;15678;15679;15680;15681;16785;16786;17907;17908;17909;17910;18064;18065;19069;19070;19071;19072;19286;19287;19288;19289;19290;19291;19292;20771;20772;20773;21586;21587;22213;22214;22215;22216;22217;22218;22897;22898;22899;22900	1858;1859;2109;2942;6357;6362;6395;6529;13980;15432;15497;15677;16786;17908;18065;19072;19287;20771;21586;22213;22217;22897;22900		
sp|P38919|IF4A3_HUMAN	sp|P38919|IF4A3_HUMAN	9	8	8	>sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	1	9	8	8	8	4	6	2	3	6	7	3	5	2	2	5	7	3	5	2	2	5	35.5	31.6	31.6	46.871	411	411	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	33.1	12.7	23.1	9.2	13.6	21.9	414490000	155090000	64646000	110540000	23930000	29281000	31004000	81304000	53267000	55822000	108540000	0	22462000	7	2	4	2	0	1	16				607	755;1886;2750;2774;2795;3921;5024;7336;7813	True;True;False;True;True;True;True;True;True	756;1892;2757;2781;2802;3929;5035;7354;7831	3522;3523;3524;9337;9338;9339;9340;13434;13435;13436;13437;13438;13439;13440;13441;13553;13554;13668;13669;19413;19414;19415;19416;19417;19418;19419;19420;24896;24897;24898;24899;35832;38205;38206;38207;38208	2277;5801;5802;8348;8349;8350;8351;8352;8353;8354;8419;8420;8492;8493;12142;12143;12144;12145;12146;12147;15527;15528;22471;23981;23982	2277;5802;8349;8420;8492;12147;15527;22471;23981		
sp|P39019|RS19_HUMAN	sp|P39019|RS19_HUMAN	3	3	3	>sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	1	3	3	3	1	0	1	3	1	1	1	0	1	3	1	1	1	0	1	3	1	1	13.8	13.8	13.8	16.06	145	145	0	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	7.6	0	7.6	13.8	7.6	7.6	560840000	82896000	0	68881000	160600000	125060000	123410000	0	0	0	0	0	167880000	0	0	0	3	1	0	4				608	1461;4434;7435	True;True;True	1465;4444;7453	7130;22011;22012;22013;22014;22015;36306	4419;13718;13719;22768	4419;13718;22768		
sp|P39023|RL3_HUMAN	sp|P39023|RL3_HUMAN	8	8	8	>sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	1	8	8	8	8	7	7	6	7	7	8	7	7	6	7	7	8	7	7	6	7	7	23.3	23.3	23.3	46.108	403	403	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.3	22.1	22.1	16.6	22.1	22.1	3719300000	623270000	468770000	466900000	947010000	586410000	626910000	419400000	383280000	462450000	953800000	776110000	820830000	11	9	8	11	7	6	52				609	349;350;2089;4240;5274;6063;6835;6836	True;True;True;True;True;True;True;True	348;349;2095;2096;4248;5285;6076;6851;6852	1612;1613;1614;1615;1616;1617;1618;1619;1620;1621;1622;1623;1624;10265;10266;10267;10268;10269;10270;10271;20984;20985;20986;20987;20988;20989;20990;20991;20992;20993;20994;26096;26097;26098;26099;26100;26101;26102;29702;29703;29704;29705;29706;29707;29708;29709;29710;33297;33298;33299;33300;33301;33302;33303;33304;33305;33306;33307;33308;33309;33310;33311;33312;33313;33314;33315;33316;33317	1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;6387;6388;6389;6390;6391;13071;13072;13073;13074;13075;13076;16272;16273;16274;16275;16276;16277;18559;18560;18561;18562;20855;20856;20857;20858;20859;20860;20861;20862;20863;20864;20865;20866;20867;20868;20869;20870;20871;20872	1057;1059;6389;13071;16277;18560;20856;20865	14	216
sp|P39687|AN32A_HUMAN;sp|Q92688|AN32B_HUMAN	sp|P39687|AN32A_HUMAN;sp|Q92688|AN32B_HUMAN	2;2	2;2	2;2	>sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1;>sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens GN=ANP32B PE=1 SV=1	2	2	2	2	2	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	11.6	11.6	11.6	28.585	249	249;251	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	11.6	11.6	11.6	0	0	0	336760000	117100000	105120000	114540000	0	0	0	0	0	96254000	0	0	0	1	1	1	0	0	0	3				610	4547;6105	True;True	4558;6118	22579;22580;22581;29897;29898;29899	14074;14075;14076;18697;18698;18699	14076;18699		
sp|P39748|FEN1_HUMAN	sp|P39748|FEN1_HUMAN	2	2	2	>sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1	1	2	2	2	2	2	2	1	0	1	2	2	2	1	0	1	2	2	2	1	0	1	9.5	9.5	9.5	42.592	380	380	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	9.5	9.5	9.5	5.3	0	5.3	404510000	142140000	124710000	132180000	3196700	0	2277700	97916000	106420000	111030000	0	0	0	3	3	3	0	0	0	9				611	1546;5624	True;True	1550;5635	7600;7601;7602;7603;7604;7605;7606;7607;27681;27682;27683	4722;4723;4724;4725;4726;4727;17283;17284;17285	4722;17283		
sp|P40121|CAPG_HUMAN	sp|P40121|CAPG_HUMAN	2	2	2	>sp|P40121|CAPG_HUMAN Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=1 SV=2	1	2	2	2	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	1	11.8	11.8	11.8	38.498	348	348	0	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	0	0	0	11.8	7.2	7.2	64933000	0	0	0	22727000	17203000	25003000	0	0	0	0	0	34014000	0	0	0	1	0	1	2				612	1049;2226	True;True	1052;2233	4954;4955;4956;10867	3148;6763	3148;6763		
sp|P40222|TXLNA_HUMAN	sp|P40222|TXLNA_HUMAN	1	1	1	>sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	3.5	3.5	3.5	61.89	546	546	0.00076923	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	3.5	3.5	3.5	0	0	0	40835000	15480000	10984000	14371000	0	0	0	0	0	12077000	0	0	0	1	1	1	0	0	0	3				613	7461	True	7479	36421;36422;36423	22840;22841;22842	22842		
sp|P40227|TCPZ_HUMAN;sp|Q92526|TCPW_HUMAN	sp|P40227|TCPZ_HUMAN	10;2	10;2	10;2	>sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3	2	10	10	10	9	7	10	6	7	6	9	7	10	6	7	6	9	7	10	6	7	6	30.9	30.9	30.9	58.024	531	531;530	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29	20.2	30.9	17.7	19.6	17.7	3221000000	827310000	647430000	744230000	499260000	182630000	320150000	444700000	413120000	513700000	692500000	349530000	529660000	7	6	5	5	3	5	31				614	1096;2001;2701;2826;3470;4829;5457;6503;6960;7288	True;True;True;True;True;True;True;True;True;True	1099;2007;2708;2833;3477;4840;5468;6518;6977;7306	5171;5172;5173;5174;5175;5176;5177;5178;5179;5180;5181;5182;9896;9897;13133;13134;13135;13795;13796;13797;13798;13799;17208;17209;17210;17211;17212;17213;23914;23915;26895;26896;26897;26898;26899;26900;26901;26902;26903;26904;26905;26906;31694;31695;31696;33876;33877;33878;33879;33880;33881;33882;33883;33884;33885;33886;33887;35620;35621;35622;35623;35624;35625	3278;3279;3280;3281;3282;3283;3284;6151;8166;8580;8581;10739;10740;10741;10742;14908;16788;16789;16790;16791;16792;16793;16794;19873;21224;21225;21226;21227;21228;21229;21230;21231;22336;22337;22338;22339	3283;6151;8166;8581;10740;14908;16794;19873;21229;22337		
sp|P40429|RL13A_HUMAN;sp|Q6NVV1|R13P3_HUMAN	sp|P40429|RL13A_HUMAN	5;1	5;1	5;1	>sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens GN=RPL13A PE=1 SV=2	2	5	5	5	5	3	5	3	2	2	5	3	5	3	2	2	5	3	5	3	2	2	25.6	25.6	25.6	23.577	203	203;102	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.6	16.3	25.6	15.3	9.4	9.4	2027000000	460280000	312550000	417400000	546510000	140530000	149700000	262840000	356840000	278840000	436200000	267980000	274140000	4	3	5	0	2	2	16				615	247;878;3890;4080;7838	True;True;True;True;True	246;880;3898;4088;7856	1143;1144;4090;4091;4092;4093;19243;19244;19245;20237;20238;20239;20240;20241;38306;38307;38308;38309;38310;38311;38312	718;2622;2623;2624;2625;12047;12048;12637;12638;12639;12640;12641;24033;24034;24035;24036;24037;24038	718;2623;12048;12638;24034		
sp|P40763|STAT3_HUMAN	sp|P40763|STAT3_HUMAN	5	5	5	>sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens GN=STAT3 PE=1 SV=2	1	5	5	5	4	4	2	3	2	1	4	4	2	3	2	1	4	4	2	3	2	1	14.2	14.2	14.2	88.067	770	770	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.6	10.6	6.1	9.7	5.1	3.4	360890000	113130000	96550000	62103000	41466000	26333000	21305000	73818000	74446000	60835000	49938000	32467000	0	4	3	1	2	1	1	12				616	2110;2814;3556;4559;7699	True;True;True;True;True	2117;2821;3563;4570;7717	10364;10365;10366;13739;13740;13741;17591;22625;22626;22627;22628;22629;22630;37594;37595;37596	6446;6447;8540;8541;10974;14107;14108;14109;14110;14111;14112;23589	6446;8540;10974;14108;23589		
sp|P40925|MDHC_HUMAN	sp|P40925|MDHC_HUMAN	5	5	5	>sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4	1	5	5	5	5	5	4	4	4	5	5	5	4	4	4	5	5	5	4	4	4	5	23.1	23.1	23.1	36.426	334	334	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23.1	23.1	19.2	19.2	19.2	23.1	505670000	100480000	127310000	56637000	88791000	65659000	66795000	52041000	90206000	52325000	96289000	99861000	107740000	4	2	0	2	1	2	11				617	1447;2206;2478;5393;7270	True;True;True;True;True	1451;2213;2485;5404;7288	7072;7073;7074;10770;10771;10772;10773;10774;10775;12016;12017;12018;12019;12020;12021;26635;26636;26637;26638;26639;26640;35515;35516;35517;35518;35519;35520	4387;4388;6710;6711;6712;7466;7467;16620;16621;16622;22266;22267;22268;22269;22270;22271	4388;6712;7466;16621;22267		
sp|P40926|MDHM_HUMAN	sp|P40926|MDHM_HUMAN	16	16	16	>sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3	1	16	16	16	16	16	16	8	7	8	16	16	16	8	7	8	16	16	16	8	7	8	53.3	53.3	53.3	35.503	338	338	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	53.3	53.3	53.3	32	26.6	30.2	19507000000	6364600000	5766800000	5347800000	711550000	695560000	620970000	4293300000	4825300000	3918800000	888420000	1296000000	1075800000	17	21	15	5	4	3	65				618	286;563;1777;2480;2543;3044;3045;3608;3609;4834;5012;6220;6221;6589;6966;7001	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	285;564;1782;2487;2550;3051;3052;3615;3616;4845;5023;6233;6234;6604;6983;7018	1317;1318;1319;2668;2669;2670;2671;2672;2673;2674;2675;2676;2677;2678;8784;8785;8786;12024;12025;12026;12027;12385;12386;12387;12388;12389;12390;12391;14843;14844;14845;14846;14847;14848;14849;14850;14851;14852;17813;17814;17815;17816;17817;17818;17819;17820;17821;17822;17823;17824;17825;17826;17827;17828;17829;17830;17831;23930;23931;23932;23933;23934;23935;23936;23937;23938;24842;24843;24844;30389;30390;30391;30392;30393;30394;30395;30396;30397;30398;32165;32166;32167;32168;32169;32170;33920;33921;33922;33923;33924;33925;34137;34138;34139;34140;34141;34142;34143;34144	840;841;842;1699;1700;1701;1702;1703;5449;5450;5451;7470;7471;7705;7706;7707;7708;7709;7710;7711;9240;9241;9242;9243;9244;9245;11111;11112;11113;11114;11115;11116;11117;11118;11119;11120;11121;11122;11123;11124;14919;14920;14921;14922;14923;14924;14925;15492;15493;19005;19006;19007;19008;19009;19010;19011;19012;20163;20164;21256;21257;21258;21259;21260;21261;21378;21379;21380;21381;21382;21383;21384;21385;21386	842;1701;5449;7470;7708;9241;9243;11114;11121;14925;15492;19006;19007;20163;21258;21380		
sp|P40939|ECHA_HUMAN	sp|P40939|ECHA_HUMAN	9	9	9	>sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2	1	9	9	9	9	9	9	0	1	1	9	9	9	0	1	1	9	9	9	0	1	1	22	22	22	82.999	763	763	0	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	22	22	22	0	1.2	1.2	895800000	338210000	315430000	219360000	0	12482000	10321000	222900000	250440000	208420000	0	0	0	9	8	8	0	0	0	25				619	1376;1421;1927;2191;2477;3919;6545;6670;6854	True;True;True;True;True;True;True;True;True	1380;1425;1933;2198;2484;3927;6560;6685;6870	6681;6682;6683;6923;6924;6925;6926;9517;9518;9519;10709;10710;10711;12011;12012;12013;12014;12015;19407;19408;19409;31905;31906;31907;32534;32535;32536;33396;33397;33398;33399;33400;33401;33402	4163;4164;4165;4302;4303;4304;5913;6674;6675;6676;7465;12136;12137;12138;20002;20003;20004;20369;20370;20371;20926;20927;20928;20929;20930;20931	4165;4304;5913;6676;7465;12138;20004;20370;20928		
sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN	sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN	10;7	10;7	10;7	>sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3;>sp|Q2VIR3|IF2GL_HUMAN Putative eukaryotic translation initiation factor 2 subunit 3-like protein OS=Homo sapiens GN=EIF2S3L PE=5 SV=2	2	10	10	10	10	10	10	8	7	7	10	10	10	8	7	7	10	10	10	8	7	7	31.4	31.4	31.4	51.109	472	472;472	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.4	31.4	31.4	22.7	20.1	20.1	3279800000	614050000	517220000	498200000	635180000	510590000	504530000	360410000	367190000	355500000	669730000	827280000	744440000	9	10	6	9	9	7	50				620	307;3740;3752;4154;4839;5881;5976;5977;7191;7830	True;True;True;True;True;True;True;True;True;True	306;3747;3759;4162;4850;5892;5988;5989;7208;7848	1421;1422;1423;18453;18454;18455;18456;18457;18458;18496;18497;18498;20560;20561;20562;20563;20564;20565;20566;20567;20568;20569;20570;20571;23956;23957;23958;23959;23960;23961;23962;23963;23964;23965;23966;23967;28851;28852;28853;28854;28855;28856;28857;29271;29272;29273;29274;29275;29276;29277;29278;29279;29280;29281;29282;29283;29284;29285;29286;29287;29288;29289;29290;35084;35085;35086;35087;35088;35089;35090;35091;35092;35093;35094;35095;35096;35097;38271;38272;38273;38274	914;915;916;11520;11521;11522;11523;11524;11525;11552;11553;11554;12846;12847;12848;12849;12850;14935;14936;14937;14938;14939;14940;14941;14942;14943;18010;18011;18012;18013;18014;18268;18269;18270;18271;18272;18273;18274;18275;21981;21982;21983;21984;21985;21986;21987;21988;21989;21990;21991;24012;24013	915;11525;11554;12850;14939;18014;18270;18273;21989;24012		
