Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P23588	P23588	17	17	17	Eukaryotic translation initiation factor 4B	EIF4B		1	17	17	17	29.6	29.6	29.6	69.15	611	611	0	124.16	101510	251680	484580	1290200	1382500	102220	266540	485330	1213600	1323900	19	20	20	20	20	599680000	21				557	202;521;1223;2246;3264;3342;4735;4858;6741;10120;10412;10541;10904;11457;11458;11574;12025	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	198;508;1210;2230;3250;3328;4729;4852;6746;10130;10420;10549;10911;11464;11465;11581;12035	244;640;1499;1500;2736;3962;4050;5785;5930;8199;12210;12552;12710;13152;13806;13807;13949;13950;14514;14515	272;697;1619;1620;2944;4265;4357;6190;6346;8789;13071;13428;13596;14071;14760;14761;14762;14914;14915;15506;15507	272;697;1620;2944;4265;4357;6190;6346;8789;13071;13428;13596;14071;14761;14762;14914;15507		
P23786	P23786	6	6	6	Carnitine O-palmitoyltransferase 2, mitochondrial	CPT2		1	6	6	6	9.1	9.1	9.1	73.776	658	658	0	40.096	35304	92229	173650	471310	505680	35634	97642	174080	443370	484040	5	5	5	5	5	66988000	6				558	845;2448;3068;7723;9985;12645	True;True;True;True;True;True	830;2433;3054;7733;9995;12656	1033;2989;3728;9386;12034;15298	1120;3224;4018;10043;12880;16344	1120;3224;4018;10043;12880;16344		
P23919	P23919	1	1	1	Thymidylate kinase	DTYMK		1	1	1	1	5.2	5.2	5.2	23.819	212	212	0.00055991	7.7983	6186.8	15754	35367	90112	94350	6317.8	16902	35208	84669	90477	1	1	1	1	1	15974000	1				559	4154	True	4145	5069	5428	5428		
P23921	P23921	1	1	1	Ribonucleoside-diphosphate reductase large subunit	RRM1		1	1	1	1	1.4	1.4	1.4	90.069	792	792	0.0056657	5.9117	4852.9	10537	21016	56336	62162	4855.9	11213	21123	52970	59483	1	1	1	1	1	9159000	1				560	6847	True	6852	8316	8913	8913		
P24534	P24534	10	9	9	Elongation factor 1-beta	EEF1B2		1	10	9	9	62.7	59.6	59.6	24.763	225	225	0	108.75	183060	429930	761210	2500600	2665600	182700	462220	774440	2349200	2543000	13	14	14	14	14	2011500000	14				561	1281;6731;7060;8164;10133;10314;10454;10455;10659;11743	True;False;True;True;True;True;True;True;True;True	1266;6735;7066;8174;10143;10322;10462;10463;10667;11750	1564;1565;8185;8186;8556;8557;9906;9907;12225;12226;12442;12603;12604;12605;12849;14163	1694;1695;8773;8774;9174;9175;10577;10578;13086;13087;13310;13481;13482;13483;13739;15138	1695;8773;9175;10577;13086;13310;13482;13483;13739;15138		
P24539	P24539	8	8	8	ATP synthase F(0) complex subunit B1, mitochondrial	ATP5F1		1	8	8	8	34	34	34	28.908	256	256	0	58.865	53619	125910	241130	818630	928080	53784	137380	246870	768260	884040	10	10	10	10	10	236170000	10				562	5449;5458;6296;7055;9161;9617;10404;12624	True;True;True;True;True;True;True;True	5446;5455;6299;6300;7061;9173;9629;10412;12635	6647;6659;7692;7693;8551;11089;11619;12544;15275	7130;7143;8243;8244;9169;11847;12420;13419;13420;16321	7130;7143;8243;9169;11847;12420;13420;16321	30	256
P24666	P24666	1	1	1	Low molecular weight phosphotyrosine protein phosphatase	ACP1		1	1	1	1	7	7	7	18.042	158	158	0.0010433	6.7865	5912.5	13302	27444	87236	101150	5943.4	14531	27989	81863	96413	1	1	1	1	1	14185000	1				563	5607	True	5605	6842	7338	7338		
P24752	P24752	18	18	18	Acetyl-CoA acetyltransferase, mitochondrial	ACAT1		1	18	18	18	38.2	38.2	38.2	45.199	427	427	0	153.34	315160	754460	1392000	3862900	4247700	315750	798910	1401500	3633800	4062200	25	25	25	25	25	1375200000	25				564	248;608;1849;2601;3589;3792;4942;4943;4944;5043;5722;7178;7381;7767;8491;9169;9646;11486	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	242;593;1832;2586;3576;3779;4936;4937;4938;5037;5721;7184;7387;7777;8499;9181;9658;11493	319;746;2258;2259;3167;3168;4344;4595;4596;6028;6029;6030;6146;6985;8727;8976;8977;9441;10295;10296;11098;11652;13844	354;818;2443;2444;3418;3419;4665;4923;4924;6459;6460;6461;6585;6586;7493;9359;9616;9617;10099;10986;10987;11857;12453;14801;14802	354;818;2443;3419;4665;4923;6459;6460;6461;6586;7493;9359;9616;10099;10987;11857;12453;14802		
P24928	P24928	1	1	1	DNA-directed RNA polymerase II subunit RPB1	POLR2A		1	1	1	1	0.4	0.4	0.4	217.17	1970	1970	0.0034096	6.2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				565	5641	True	5639	6886	7384	7384		
P24941;Q00526	P24941;Q00526	3;2	1;0	1;0	Cyclin-dependent kinase 2;Cyclin-dependent kinase 3	CDK2;CDK3	;	2	3	1	1	9.7	3.4	3.4	33.929	298	298;305	0.001061	6.962	5505.2	12385	24242	59018	59030	5514.5	13012	24087	55564	56724	1	1	1	1	1	9024700	1				566	5669;6989;12343	False;False;True	5667;6994;12354	6923;8475;14916	7423;9087;15935	7423;9087;15935		
P25205	P25205	28	28	28	DNA replication licensing factor MCM3	MCM3		1	28	28	28	39.9	39.9	39.9	90.98	808	808	0	282.82	244130	591740	1119700	3068600	3256100	245210	627510	1123400	2886200	3116800	33	33	33	33	33	1189100000	35				567	644;732;1060;1700;2416;2511;3076;3391;4245;5035;5179;5766;6957;7071;7652;9630;10157;10370;10567;10582;10700;11028;11135;11215;11292;11320;12160;12839	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	628;717;1046;1682;2400;2496;3062;3377;4236;5029;5174;5765;6962;7077;7660;9642;10167;10378;10575;10590;10708;11035;11142;11221;11298;11326;12171;12853	787;897;1298;2077;2078;2947;2948;3062;3737;4103;5187;6135;6316;7036;8437;8570;9301;11635;12256;12257;12504;12742;12758;12900;12901;13303;13431;13516;13606;13607;13641;14688;15536	863;978;1402;2249;2250;3175;3176;3305;4027;4414;5552;6573;6772;7546;9047;9188;9189;9957;12436;13117;13118;13376;13377;13629;13645;13794;13795;14232;14364;14453;14549;14550;14587;15690;16600	863;978;1402;2250;3175;3305;4027;4414;5552;6573;6772;7546;9047;9188;9957;12436;13118;13377;13629;13645;13795;14232;14364;14453;14549;14587;15690;16600		
P25325	P25325	1	1	1	3-mercaptopyruvate sulfurtransferase	MPST		1	1	1	1	3.7	3.7	3.7	33.178	297	297	0.00054585	7.3597	5509.6	11449	23627	55901	62161	5509.4	12061	23584	52615	59627	1	1	1	1	1	9871300	1				568	1224	True	1211	1501	1621	1621		
P25398	P25398	8	8	8	40S ribosomal protein S12	RPS12		1	8	8	8	70.5	70.5	70.5	14.515	132	132	0	75.789	170310	405710	712840	2096400	2284600	170040	430060	720600	1971900	2182800	15	15	15	15	15	1469800000	16				569	401;2351;6933;7345;8110;9147;10704;12317	True;True;True;True;True;True;True;True	391;2335;6938;7351;8120;9159;10712;12328	506;507;2864;2865;8408;8409;8932;8933;9839;9840;11074;12905;12906;14875	553;554;555;3087;3088;9016;9017;9571;9572;10510;10511;11830;13799;13800;13801;15887	553;3087;9017;9571;10510;11830;13800;15887		
P25685	P25685	11	11	11	DnaJ homolog subfamily B member 1	DNAJB1		1	11	11	11	31.2	31.2	31.2	38.044	340	340	0	74.871	96003	221110	421950	1216700	1372100	96153	236110	426690	1143600	1310600	14	14	14	14	14	235340000	14				570	1974;2354;2528;2779;4173;8822;8940;10965;11318;12615;12646	True;True;True;True;True;True;True;True;True;True;True	1957;2338;2513;2764;4164;8834;8952;10972;11324;12626;12657	2409;2869;3082;3373;5094;10690;10838;13231;13639;15261;15262;15299	2601;2602;3092;3326;3637;5453;5454;11415;11577;14158;14585;16307;16308;16345	2601;3092;3326;3637;5453;11415;11577;14158;14585;16308;16345		
P25705	P25705	32	32	32	ATP synthase subunit alpha, mitochondrial	ATP5A1		1	32	32	32	58.2	58.2	58.2	59.75	553	553	0	323.31	322450	789960	1412000	4344400	5046600	322840	843470	1437700	4083600	4812800	45	46	46	46	46	4554000000	47				571	1082;1442;2605;2958;3075;3258;3493;3932;4590;4798;5245;5266;5850;6037;7214;7517;8011;8218;9067;9243;9463;9570;9655;9731;10549;10873;10906;11204;11725;11740;11975;12292	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1068;1427;2590;2944;3061;3244;3479;3920;4584;4792;5240;5261;5850;6039;7220;7525;8021;8228;9079;9255;9475;9582;9667;9743;10557;10880;10913;11210;11732;11747;11984;12303	1324;1767;1768;3172;3173;3600;3736;3954;3955;4222;4223;4775;5613;5862;6399;6400;6428;6429;6430;7139;7140;7374;7375;8766;9146;9723;9979;10982;11179;11424;11563;11663;11745;12722;12723;13109;13110;13155;13504;13505;14142;14159;14453;14839;14840	1429;1913;1914;3423;3424;3886;4026;4256;4257;4539;4540;5117;6012;6273;6857;6858;6892;6893;6894;7652;7653;7654;7903;7904;7905;9399;9793;10391;10653;11731;11943;12206;12359;12465;12561;13609;13610;14025;14026;14074;14439;14440;15116;15134;15441;15848;15849	1429;1913;3424;3886;4026;4257;4539;5117;6012;6273;6857;6893;7652;7905;9399;9793;10391;10653;11731;11943;12206;12359;12465;12561;13609;14026;14074;14440;15116;15134;15441;15849		
P25774	P25774	4	4	4	Cathepsin S	CTSS		1	4	4	4	10.9	10.9	10.9	37.495	331	331	0	26.299	19124	52433	116740	246390	264380	19639	55009	115130	232010	254510	4	4	4	4	4	36643000	4				572	4218;4551;4902;12815	True;True;True;True	4209;4544;4896;12829	5149;5560;5984;15509	5512;5954;6411;16570	5512;5954;6411;16570		
P25786	P25786	13	13	13	Proteasome subunit alpha type-1	PSMA1		1	13	13	13	36.5	36.5	36.5	29.555	263	263	0	91.676	86118	220440	390330	1178700	1349700	86400	234590	396290	1108200	1287800	16	17	17	17	17	356230000	19				573	302;1184;1185;1203;3465;6299;6300;7570;8178;8986;9196;10913;11167	True;True;True;True;True;True;True;True;True;True;True;True;True	293;1171;1172;1190;3451;6303;6304;7578;8188;8998;9208;10920;11173	383;1455;1456;1477;4191;4192;7696;7697;7698;9204;9927;9928;10890;11126;11127;13163;13465	423;1572;1573;1574;1596;4507;4508;8247;8248;8249;8250;9854;10599;10600;11635;11885;11886;14082;14399	423;1572;1573;1596;4508;8247;8250;9854;10599;11635;11885;14082;14399		
P25787	P25787	4	4	4	Proteasome subunit alpha type-2	PSMA2		1	4	4	4	24.4	24.4	24.4	25.898	234	234	0	38.533	21806	53864	107200	284880	300380	22009	57249	107210	267890	287750	4	4	4	4	4	90419000	4				574	5253;5329;7058;9659	True;True;True;True	5248;5324;7064;9671	6412;6507;8554;11667	6872;6976;9172;12469	6872;6976;9172;12469		
P25788	P25788	7	7	7	Proteasome subunit alpha type-3	PSMA3		1	7	7	7	25.1	25.1	25.1	28.433	255	255	0	47.115	56962	140320	251990	773840	808820	57076	149870	254570	727370	772760	7	7	7	7	7	237990000	8				575	1454;1868;1930;2680;5800;8224;11679	True;True;True;True;True;True;True	1439;1851;1913;2665;5800;8234;11686	1783;2282;2355;3261;7081;9986;14082;14083	1934;2467;2546;3520;7592;10660;15052;15053	1934;2467;2546;3520;7592;10660;15052		
P25789	P25789	10	10	10	Proteasome subunit alpha type-4	PSMA4		1	10	10	10	40.2	40.2	40.2	29.483	261	261	0	88.357	121370	299050	540610	1648000	1776800	121670	319390	546990	1549000	1696900	11	11	11	11	11	383830000	12				576	2786;3526;6543;7575;7730;9172;9294;9806;11614;12707	True;True;True;True;True;True;True;True;True;True	2771;3513;6547;7583;7740;9184;9306;9817;11620;12718	3382;4266;7973;9210;9211;9394;11101;11234;11828;11829;13996;15371	3646;4584;8545;9860;9861;10051;11860;12002;12651;12652;14961;16423	3646;4584;8545;9860;10051;11860;12002;12651;14961;16423		
P26010	P26010	14	14	14	Integrin beta-7	ITGB7		1	14	14	14	25.2	25.2	25.2	86.902	798	798	0	142.88	93619	237740	474280	1152600	1245500	94686	250180	472360	1084900	1194800	16	16	17	17	17	395900000	17				577	259;1719;3321;4211;4310;4948;5277;5978;7096;7871;9438;11019;11322;12257	True;True;True;True;True;True;True;True;True;True;True;True;True;True	252;1701;3307;4202;4301;4942;5272;5978;7102;7881;9450;11026;11328;12268	332;2105;4028;5140;5141;5265;6034;6035;6444;7301;8604;9565;11396;13294;13644;14800	368;2279;4334;5503;5504;5633;5634;6465;6466;6911;7818;9224;10225;12176;14222;14590;15805	368;2279;4334;5503;5634;6465;6911;7818;9224;10225;12176;14222;14590;15805		
P26038	P26038	27	27	21	Moesin	MSN		1	27	27	21	42.3	42.3	34.1	67.819	577	577	0	223.35	281400	703060	1267400	3720900	4015200	282290	747300	1278900	3499000	3837200	32	32	32	32	32	1669800000	34				578	856;965;1013;1064;1181;1194;1202;2238;2533;2628;3346;3357;4061;4104;5501;5545;5674;6291;6301;6856;7266;7741;9261;9621;10076;11163;11236	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	841;950;999;1050;1168;1181;1189;2222;2518;2613;3332;3343;4051;4094;5498;5542;5672;6294;6305;6861;7272;7751;9273;9633;10086;11170;11242	1047;1177;1245;1302;1450;1451;1466;1476;2726;3087;3197;3198;4054;4065;4953;5009;6709;6763;6929;7687;7699;8326;8827;8828;9410;11197;11624;11625;11626;12160;13462;13538	1134;1274;1348;1406;1567;1568;1584;1585;1595;2932;3331;3450;3451;4361;4373;5307;5366;7198;7254;7429;8238;8251;8923;9462;9463;10067;11965;12425;12426;12427;13019;13020;14396;14476	1134;1274;1348;1406;1567;1584;1595;2932;3331;3450;4361;4373;5307;5366;7198;7254;7429;8238;8251;8923;9462;10067;11965;12427;13020;14396;14476		
P26196	P26196	7	7	7	Probable ATP-dependent RNA helicase DDX6	DDX6		1	7	7	7	19	19	19	54.416	483	483	0	74.494	38625	105340	207400	545460	614700	39244	111690	207930	513050	588190	7	7	7	7	7	144830000	7				579	4810;4901;7012;7118;10018;10268;11195	True;True;True;True;True;True;True	4804;4895;7017;7124;10028;10276;11201	5875;5983;8499;8654;12078;12388;13495	6286;6410;9113;9286;12927;13253;14430	6286;6410;9113;9286;12927;13253;14430		
P26358	P26358	15	15	15	DNA (cytosine-5)-methyltransferase 1	DNMT1		1	15	15	15	11.7	11.7	11.7	183.16	1616	1616	0	110.45	75022	185320	356660	958500	1060700	75539	196460	358160	901550	1014900	14	14	14	14	14	177180000	15				580	653;711;2061;4172;5115;5332;5804;6417;7802;9878;11176;11469;12055;12095;12630	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	637;695;2044;4163;5109;5327;5804;6421;7812;9889;11182;11476;12065;12106;12641	797;871;2511;5093;6232;6510;7085;7828;9486;11911;13474;13823;14555;14616;15282	875;952;2706;5452;6682;6979;7597;8390;10145;12749;14408;14779;15548;15616;16328	875;952;2706;5452;6682;6979;7597;8390;10145;12749;14408;14779;15548;15616;16328		
P26368	P26368	6	6	6	Splicing factor U2AF 65 kDa subunit	U2AF2		1	6	6	6	21.9	21.9	21.9	53.5	475	475	0	57.46	84199	200270	357800	1181800	1191200	84149	215710	362580	1110000	1137300	8	8	8	8	8	341090000	8				581	1018;1021;2242;3103;10102;10561	True;True;True;True;True;True	1004;1007;2226;3089;10113;10569	1251;1255;2731;3770;3771;12193;12736	1354;1359;2937;2938;4060;4061;13054;13623	1354;1359;2938;4061;13054;13623		
P26373	P26373	7	7	7	60S ribosomal protein L13	RPL13		1	7	7	7	29.4	29.4	29.4	24.261	211	211	0	72.823	121500	289120	555610	1585200	1672200	122010	308590	558650	1490100	1599600	12	12	12	12	12	922460000	12				582	762;2441;6478;7078;10509;11475;11829	True;True;True;True;True;True;True	747;2426;6482;7084;10517;11482;11838	931;2979;7897;7898;7899;8579;8580;12671;13830;14275	1012;3213;3214;8462;8463;8464;8465;9199;9200;13555;14786;15257	1012;3214;8465;9200;13555;14786;15257		
P26447	P26447	5	5	5	Protein S100-A4	S100A4		1	5	5	5	36.6	36.6	36.6	11.728	101	101	0	37.039	80036	198670	360270	1040200	1215000	80288	210910	365140	978290	1159800	8	8	8	8	8	950490000	8				583	840;3117;7722;9727;10758	True;True;True;True;True	825;3103;7732;9739;10765	1026;3786;3787;9385;11741;12974;12975	1113;4076;4077;10042;12556;12557;13885;13886	1113;4077;10042;12557;13885		
P26583	P26583	11	11	9	High mobility group protein B2	HMGB2		1	11	11	9	39.7	39.7	30.6	24.033	209	209	0	84.535	170290	425290	747060	2272600	2488700	170530	452560	756750	2136800	2376200	19	19	19	19	19	1195600000	21				584	1978;4637;4654;6355;6510;6646;7341;8624;9093;9094;10166	True;True;True;True;True;True;True;True;True;True;True	1961;4631;4648;6359;6514;6650;7347;8633;9105;9106;10176	2413;5666;5683;7762;7934;8093;8094;8926;8927;10449;10450;11011;11012;12267;12268	2606;2607;6066;6067;6086;6087;8319;8501;8502;8674;8675;9565;9566;11152;11153;11761;11762;11763;11764;13128;13129	2607;6066;6086;8319;8502;8674;9566;11152;11763;11764;13128		
P26599;O95758	P26599	11;3	11;3	11;3	Polypyrimidine tract-binding protein 1	PTBP1		2	11	11	11	26.6	26.6	26.6	57.221	531	531;552	0	110.88	118660	302070	564530	1721800	2101400	119420	323940	576020	1617800	2002700	16	17	17	17	17	780130000	17				585	1128;2828;5404;5483;7970;8076;8302;8303;9797;10784;12262	True;True;True;True;True;True;True;True;True;True;True	1115;2813;5401;5480;7980;8086;8310;8311;9809;10791;12273	1386;3438;3439;6593;6689;9673;9674;9798;9799;10079;10080;11820;13005;14805;14806	1493;3713;3714;3715;7070;7071;7176;10340;10341;10469;10470;10758;10759;12643;13917;15811;15812	1493;3715;7071;7176;10340;10469;10758;10759;12643;13917;15811		
P26639	P26639	6	6	6	Threonine--tRNA ligase, cytoplasmic	TARS		1	6	6	6	10.2	10.2	10.2	83.434	723	723	0	44.588	31142	78438	140470	386910	424480	31244	82718	141300	364120	406020	6	6	6	6	6	88604000	6				586	345;444;3880;6991;8414;9485	True;True;True;True;True;True	336;434;3868;6996;8421;9497	437;563;4713;8477;10205;11448	479;615;5055;9089;10890;12233	479;615;5055;9089;10890;12233		
P26640	P26640	27	27	27	Valine--tRNA ligase	VARS		1	27	27	27	25.6	25.6	25.6	140.47	1264	1264	0	250.53	247440	615420	1196000	3053500	3268400	249410	649410	1194500	2873400	3132600	33	34	34	34	34	832720000	35				587	201;238;261;309;948;1495;1922;2379;2492;4153;4553;5311;5531;5621;5883;6364;7669;7905;7936;9052;10239;10428;11049;11356;12132;12434;12614	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	197;232;254;300;933;1480;1905;2363;2477;4144;4546;5306;5528;5619;5883;6368;7677;7915;7946;9064;10247;10436;11056;11363;12143;12445;12625	242;243;297;298;334;390;391;1156;1833;2347;2902;3037;3038;5068;5562;5563;6484;6744;6858;7186;7771;9320;9601;9636;10966;12353;12571;13327;13687;14655;14656;15023;15260	270;271;328;329;370;430;431;1251;1988;2538;3127;3277;3278;5427;5956;5957;6952;7234;7235;7355;7700;8329;8330;9976;10262;10301;11714;13215;13447;14257;14634;15655;15656;16050;16306	271;328;370;430;1251;1988;2538;3127;3278;5427;5957;6952;7235;7355;7700;8330;9976;10262;10301;11714;13215;13447;14257;14634;15655;16050;16306		
P26641	P26641	26	26	26	Elongation factor 1-gamma	EEF1G		1	26	26	26	57.9	57.9	57.9	50.118	437	437	0	279.24	372480	900580	1654900	4842800	5522700	373330	959030	1676300	4553100	5272800	43	43	43	43	43	5701100000	43				588	27;108;760;884;1485;2164;3612;3651;3951;4913;5852;6238;6432;6618;7145;8281;9139;9164;9165;9297;9478;10512;10513;10858;12066;12433	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	26;107;745;869;1470;2148;3599;3638;3939;4907;5852;6241;6436;6622;7151;8291;9151;9176;9177;9309;9490;10520;10521;10865;12077;12444	30;31;133;928;929;1079;1080;1820;2640;4370;4371;4413;4414;4796;5996;7142;7143;7624;7625;7626;7846;7847;8056;8690;10056;10057;11065;11092;11093;11237;11441;12674;12675;12676;13092;14575;14576;15021;15022	30;31;147;1009;1010;1167;1168;1975;2841;4691;4692;4736;4737;5139;6423;7656;7657;8166;8167;8168;8411;8412;8632;8633;9322;10735;10736;11820;11821;11850;11851;11852;12006;12226;13558;13559;13560;14008;15571;15572;15573;16048;16049	30;147;1010;1168;1975;2841;4691;4736;5139;6423;7656;8168;8411;8633;9322;10736;11821;11851;11852;12006;12226;13558;13560;14008;15571;16048		
P26885	P26885	5	5	5	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2		1	5	5	5	43.7	43.7	43.7	15.649	142	142	0	57.289	50886	141630	256100	642400	646820	51447	148050	254530	605170	621030	7	7	7	7	7	358580000	7				589	5193;6692;7175;8138;11527	True;True;True;True;True	5188;6696;7181;8148;11534	6336;8143;8724;9871;9872;13894	6793;8727;8728;9356;10542;10543;14858	6793;8727;9356;10542;14858		
P27105	P27105	1	1	1	Erythrocyte band 7 integral membrane protein	STOM		1	1	1	1	3.5	3.5	3.5	31.73	288	288	0.00054885	7.4652	10279	25643	49910	112670	115090	10366	26721	49388	106180	110740	1	1	1	1	1	15761000	1				590	988	True	973	1212	1312	1312		
P27348	P27348	17	12	11	14-3-3 protein theta	YWHAQ		1	17	12	11	65.7	54.3	51.4	27.764	245	245	0	153.56	179570	434210	763580	2532900	2755200	179470	467000	778370	2379500	2627200	16	16	16	16	16	1101200000	17				591	1529;2137;2282;3197;6409;6807;7007;7010;8475;8868;9445;10096;10692;12544;12684;12685;12702	True;True;False;False;False;True;False;True;True;False;True;True;True;True;True;True;True	1512;2121;2266;3183;6413;6812;7012;7015;8483;8880;9457;10107;10700;12555;12695;12696;12713	1870;1871;2608;2778;2779;3883;3884;7820;8267;8268;8494;8497;10278;10747;11403;12186;12187;12889;12890;15182;15344;15345;15364;15365	2026;2027;2808;2991;2992;4181;4182;4183;8382;8861;8862;9107;9108;9111;10969;11473;12183;13047;13048;13783;13784;16225;16396;16397;16416;16417	2027;2808;2991;4182;8382;8862;9107;9111;10969;11473;12183;13048;13783;16225;16396;16397;16416		
P27361;P28482	P27361	3;1	3;1	3;1	Mitogen-activated protein kinase 3	MAPK3		2	3	3	3	9.5	9.5	9.5	43.135	379	379;360	0	22.196	17396	44667	85435	211330	213100	17557	46895	84877	198980	204660	2	2	2	2	2	24660000	3				592	3;832;2387	True;True;True	3;817;2371	4;1017;2912	4;1104;3137	4;1104;3137		
P27482	P27482	3	1	1	Calmodulin-like protein 3	CALML3		1	3	1	1	18.1	8.1	8.1	16.891	149	149	0.0010493	6.8326	771.3	2319.7	6528.6	22633	24586	819.09	2706.5	6632.2	21178	23427	1	1	1	1	1	7217500	1				593	2496;3067;10211	False;False;True	2481;3053;10219	3043;3727;12320	3283;4016;4017;13182	3283;4017;13182		
P27635;Q96L21	P27635	10;4	10;4	10;4	60S ribosomal protein L10	RPL10		2	10	10	10	49.5	49.5	49.5	24.604	214	214;214	0	138.19	108470	259570	489640	1438500	1550900	108830	277410	494070	1352100	1482100	16	16	16	16	16	1178300000	16				594	787;2875;3928;4137;4867;7416;7472;8518;11518;11755	True;True;True;True;True;True;True;True;True;True	772;2860;3916;4127;4861;7423;7479;8527;11525;11762	959;3494;4770;4771;5046;5940;9018;9085;9086;10327;13882;13883;14178	1041;3774;5112;5113;5404;5405;6358;6359;9660;9730;9731;11020;11021;14846;14847;15155	1041;3774;5113;5404;6359;9660;9731;11021;14846;15155		
